# Ontologie canonique des ingredients. nom_fr et prix_eur_kg
# sont remplis par les etapes 04 (traduction) et 05 (prix).
id,nom_fr,nom_en,categorie,g_par_ml,g_par_piece,g_ml_defaut,g_piece_defaut,ml_jus,conservation_j,fond_placard,allergenes,prix_eur_kg,prix_cure,occurrences
hamburger_meat,,hamburger meat,viande,,,0.70,150,,3,0,,12.0,0,175
sweet_relish,,sweet relish,condiment,,,1.05,15,,180,1,,6.0,0,175
crescent_roll_dough,,crescent roll dough,pain,,,0.25,40,,4,0,,4.0,0,175
rump_roast,,rump roast,alcool,,,0.98,750,,730,0,,8.0,0,175
carnation_evaporated_milk,,carnation evaporated milk,laitier,1.07,,1.02,200,,10,0,lactose,3.0,0,175
crisp_bacon,,crisp bacon,viande,,25.0,0.70,150,,3,0,,12.0,0,175
semisweet_chocolate_chunk,,semisweet chocolate chunk,sucrant,,,0.85,20,,730,1,,6.0,0,175
bulgar_wheat,,bulgar wheat,autre,,,0.70,100,,90,0,,5.0,0,174
chocolate_wafer_crumb,,chocolate wafer crumb,sucrant,,,0.85,20,,730,1,gluten,6.0,0,174
phyllo_pastry_sheet,,phyllo pastry sheet,pain,,,0.25,40,,4,0,gluten,4.0,0,174
teaspoon_cumin,,teaspoon cumin,epice,,,0.50,2,,730,1,,20.0,0,174
popcorn,,popcorn,legume,,,0.60,120,,7,0,,3.0,0,173
stale_bread,,stale bread,pain,,30.0,0.25,40,,4,0,gluten,4.0,0,173
quick_cooking_grit,,quick-cooking grit,autre,,,0.70,100,,90,0,,5.0,0,173
beef_base,,beef base,viande,,,0.70,150,,3,0,,12.0,0,173
steak_seasoning,,steak seasoning,epice,,,0.50,2,,730,1,,20.0,0,173
shelled_edamame,,shelled edamame,legumineuse,,,0.75,150,,730,1,soja,3.0,0,173
peach_schnapp,,peach schnapp,fruit,,150.0,0.65,150,,7,0,,3.5,0,172
green_onion_with_top,,green onion with top,legume,,15.0,0.60,120,,7,0,,3.0,0,172
belgian_endive,,belgian endive,legume,,,0.60,120,,7,0,,3.0,0,171
celery_root,,celery root,legume,,,0.60,120,,7,0,,3.0,0,171
roquefort_cheese,,roquefort cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,171
chicken_part,,chicken part,volaille,,,0.70,150,,2,0,,9.0,0,171
vanilla_wafer_crumb,,vanilla wafer crumb,patisserie,,,0.60,10,,365,1,gluten,15.0,0,171
top_sirloin_steak,,top sirloin steak,viande,,,0.70,150,,3,0,,12.0,0,171
vine_ripened_tomato,,vine-ripened tomato,legume,,120.0,0.60,120,,7,0,,3.0,0,171
soda_water,,soda water,boisson,1.0,,1.00,250,,90,0,,2.0,0,170
red_sweet_bell_pepper,,red sweet bell pepper,epice,,150.0,0.50,2,,730,1,,20.0,0,170
milk_chocolate_candy_bar,,milk chocolate candy bar,sucrant,1.03,,0.85,20,,730,1,lactose,6.0,0,170
yellow_split_pea,,yellow split pea,legumineuse,,,0.75,150,,730,1,,3.0,0,170
beef_flank_steak,,beef flank steak,viande,,,0.70,150,,3,0,,12.0,0,170
fluid_ounce_water,,fluid ounce water,boisson,1.0,,1.00,250,,90,0,,2.0,0,170
lemon_yogurt,,lemon yogurt,laitier,1.03,100.0,1.02,200,45.0,10,0,lactose,3.0,0,170
peppermint_candy,,peppermint candy,epice,,,0.50,2,,730,1,,20.0,0,170
whipped_cream_cheese,,whipped cream cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,169
non_dairy_whipped_topping,,non-dairy whipped topping,transforme,,,0.80,200,,180,0,,7.0,0,169
polish_sausage,,polish sausage,viande,,,0.70,150,,3,0,,12.0,0,169
wheat_hamburger_bun,,wheat hamburger bun,viande,,,0.70,150,,3,0,,12.0,0,169
red_delicious_apple,,red delicious apple,fruit,,180.0,0.65,150,,7,0,,3.5,0,169
blueberry_pie_filling,,blueberry pie filling,fruit,,,0.65,150,,7,0,,3.5,0,168
crumbled_goat_cheese,,crumbled goat cheese,fromage,0.45,,0.45,30,,21,0,gluten;lactose,13.0,0,168
horseradish_sauce,,horseradish sauce,condiment,,,1.05,15,,180,1,,6.0,0,168
plum_sauce,,plum sauce,condiment,,,1.05,15,,180,1,,6.0,0,168
orange_flavored_liqueur,,orange-flavored liqueur,alcool,,150.0,0.98,750,70.0,730,0,,8.0,0,168
sweet_pickle,,sweet pickle,autre,,,0.70,100,,90,0,,5.0,0,168
sour_cherry,,sour cherry,fruit,,,0.65,150,,7,0,,3.5,0,168
corn_chex,,corn chex,legume,,,0.60,120,,7,0,,3.0,0,167
boston_lettuce,,boston lettuce,legume,,,0.60,120,,7,0,,3.0,0,167
ancho_chile,,ancho chile,autre,,,0.70,100,,90,0,,5.0,0,167
fat_free_mozzarella_cheese,,fat free mozzarella cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,167
lobster_meat,,lobster meat,viande,,,0.70,150,,3,0,crustaces,12.0,0,167
streaky_bacon,,streaky bacon,viande,,25.0,0.70,150,,3,0,,12.0,0,166
pumpernickel_bread,,pumpernickel bread,pain,,30.0,0.25,40,,4,0,gluten,4.0,0,166
ham_bone,,ham bone,viande,,,0.70,150,,3,0,,12.0,0,166
saffron_strand,,saffron strand,epice,,,0.50,2,,730,1,,20.0,0,166
pastry_dough,,pastry dough,pain,,,0.25,40,,4,0,gluten,4.0,0,165
wheat_bread_crumb,,wheat bread crumb,pain,,30.0,0.25,40,,4,0,gluten,4.0,0,165
hass_avocado,,hass avocado,fruit,,200.0,0.65,150,,7,0,,3.5,0,165
tangerine,,tangerine,autre,,,0.70,100,,90,0,,5.0,0,165
semisweet_baking_chocolate,,semisweet baking chocolate,sucrant,,,0.85,20,,730,1,,6.0,0,164
beef_mince,,beef mince,viande,,,0.70,150,,3,0,,12.0,0,164
pearl_onion,,pearl onion,legume,,150.0,0.60,120,,7,0,,3.0,0,164
tomato_in_puree,,tomato in puree,legume,,120.0,0.60,120,,7,0,,3.0,0,164
bagel,,bagel,autre,,,0.70,100,,90,0,,5.0,0,164
green_leaf_lettuce,,green leaf lettuce,legume,,,0.60,120,,7,0,,3.0,0,163
flounder_fillet,,flounder fillet,autre,,,0.70,100,,90,0,,5.0,0,163
pink_salmon,,pink salmon,poisson,,,0.70,150,,2,0,poisson,18.0,0,163
sweetcorn,,sweetcorn,legume,,,0.60,120,,7,0,,3.0,0,163
sugar_free_instant_chocolate_pudding_mix,,sugar-free instant chocolate pudding mix,sucrant,0.85,,0.85,20,,730,1,,6.0,0,163
fingerling_potato,,fingerling potato,legume,,170.0,0.60,120,,7,0,,3.0,0,163
sweet_and_sour_sauce,,sweet and sour sauce,condiment,,,1.05,15,,180,1,,6.0,0,162
wasabi_paste,,wasabi paste,condiment,,,1.05,15,,180,1,,6.0,0,162
chocolate_sprinkle,,chocolate sprinkle,sucrant,,,0.85,20,,730,1,,6.0,0,162
green_curry_paste,,green curry paste,epice,,,0.50,2,,730,1,,20.0,0,162
coleslaw,,coleslaw,autre,,,0.70,100,,90,0,,5.0,0,162
japanese_eggplant,,japanese eggplant,legume,,450.0,0.60,120,,7,0,oeuf,3.0,0,162
smart_balance_butter_spread,,smart balance butter spread,matiere_grasse,0.96,113.0,0.92,113,,120,1,lactose,5.0,0,162
saltine,,saltine,epice,1.22,,0.50,2,,730,1,,20.0,0,162
sesame_seed_oil,,sesame seed oil,oleagineux,0.92,,0.50,1,,180,0,,14.0,0,161
sandwich_bread,,sandwich bread,pain,,30.0,0.25,40,,4,0,gluten,4.0,0,161
duck,,duck,volaille,,,0.70,150,,2,0,,9.0,0,161
deli_roast_beef,,deli roast beef,viande,,,0.70,150,,3,0,,12.0,0,161
pastry_flour,,pastry flour,pain,0.53,,0.25,40,,4,0,gluten,4.0,0,160
gala_apple,,gala apple,fruit,,180.0,0.65,150,,7,0,,3.5,0,160
soft_margarine,,soft margarine,matiere_grasse,0.96,,0.92,113,,120,1,,5.0,0,160
emeril_s_original_essence,,emeril s original essence,autre,,,0.70,100,,90,0,,5.0,0,160
chinese_rice_wine,,chinese rice wine,cereale,0.85,,0.70,100,,365,1,,2.5,0,160
double_acting_baking_powder,,double-acting baking powder,epice,0.9,,0.50,2,,730,1,,20.0,0,159
orange_sherbet,,orange sherbet,fruit,,150.0,0.65,150,70.0,7,0,,3.5,0,159
cream_style_cottage_cheese,,cream-style cottage cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,159
galangal,,galangal,autre,,,0.70,100,,90,0,,5.0,0,159
stir_fry_vegetable,,stir fry vegetable,autre,,,0.70,100,,90,0,,5.0,0,159
candy_cane,,candy cane,autre,,,0.70,100,,90,0,,5.0,0,159
cheez_whiz,,cheez whiz,autre,,,0.70,100,,90,0,,5.0,0,158
yellow_sweet_pepper,,yellow sweet pepper,epice,,,0.50,2,,730,1,,20.0,0,158
corn_niblet,,corn niblet,legume,,,0.60,120,,7,0,,3.0,0,158
butter_lettuce,,butter lettuce,legume,0.96,113.0,0.60,120,,7,0,lactose,3.0,0,157
seedless_watermelon,,seedless watermelon,fruit,1.0,,0.65,150,,7,0,,3.5,0,157
asian_fish_sauce,,asian fish sauce,condiment,,,1.05,15,,180,1,poisson,6.0,0,157
italian_turkey_sausage,,italian turkey sausage,viande,,,0.70,150,,3,0,,12.0,0,157
green_peppercorn,,green peppercorn,epice,,,0.50,2,,730,1,,20.0,0,157
cider,,cider,autre,,,0.70,100,,90,0,,5.0,0,157
tiny_potato,,tiny potato,legume,,170.0,0.60,120,,7,0,,3.0,0,156
white_chocolate_baking_square,,white chocolate baking square,sucrant,,,0.85,20,,730,1,,6.0,0,156
chardonnay_wine,,chardonnay wine,legume,0.99,,0.60,120,,7,0,,3.0,0,156
halibut,,halibut,autre,,,0.70,100,,90,0,,5.0,0,156
french_roll,,french roll,pain,,,0.25,40,,4,0,,4.0,0,156
seasoned_pepper,,seasoned pepper,epice,,,0.50,2,,730,1,,20.0,0,155
custard_powder,,custard powder,laitier,,,1.02,200,,10,0,,3.0,0,155
refrigerated_pizza_dough,,refrigerated pizza dough,pain,,,0.25,40,,4,0,,4.0,0,155
herb_seasoned_stuffing_mix,,herb seasoned stuffing mix,herbe,,,0.25,5,,5,0,,25.0,0,155
vegan_mayonnaise,,vegan mayonnaise,condiment,0.91,,1.05,15,,180,1,oeuf,6.0,0,155
pea_pod,,pea pod,legumineuse,,,0.75,150,,730,1,,3.0,0,155
unsulphured_molasses,,unsulphured molasses,sucrant,1.45,,0.85,20,,730,1,,6.0,0,154
lemon_gelatin,,lemon gelatin,patisserie,,100.0,0.60,10,45.0,365,1,,15.0,0,154
chocolate_fudge_topping,,chocolate fudge topping,sucrant,,,0.85,20,,730,1,,6.0,0,154
orange_blossom_water,,orange blossom water,fruit,1.0,150.0,0.65,150,70.0,7,0,,3.5,0,154
sumac,,sumac,epice,,,0.50,2,,730,1,,20.0,0,154
smoked_ham_hock,,smoked ham hock,viande,,,0.70,150,,3,0,,12.0,0,154
string_bean,,string bean,legumineuse,,,0.75,150,,730,1,,3.0,0,154
splenda_sugar_blend_for_baking,,splenda sugar blend for baking,transforme,0.85,,0.80,200,,180,0,,7.0,0,153
instant_brown_rice,,instant brown rice,cereale,0.85,,0.70,100,,365,1,,2.5,0,153
preserved_lemon,,preserved lemon,fruit,,100.0,0.65,150,45.0,7,0,,3.5,0,153
mint_extract,,mint extract,patisserie,,,0.60,10,,365,1,,15.0,0,152
millet,,millet,autre,,,0.70,100,,90,0,,5.0,0,152
reduced_sodium_beef_broth,,reduced-sodium beef broth,bouillon,1.0,,1.00,250,,365,1,,1.5,0,152
gingersnap,,gingersnap,epice,,,0.50,2,,730,1,,20.0,0,152
teaspoon_vanilla,,teaspoon vanilla,patisserie,,,0.60,10,,365,1,,15.0,0,151
smoked_turkey,,smoked turkey,volaille,,,0.70,150,,2,0,,9.0,0,151
lebanese_cucumber,,lebanese cucumber,legume,,300.0,0.60,120,,7,0,,3.0,0,151
boiled_potato,,boiled potato,legume,0.92,170.0,0.60,120,,7,0,,3.0,0,151
oyster_mushroom,,oyster mushroom,legume,,20.0,0.60,120,,7,0,crustaces,3.0,0,151
littleneck_clam,,littleneck clam,poisson,,,0.70,150,,2,0,crustaces,18.0,0,150
quick_cooking_barley,,quick-cooking barley,cereale,,,0.70,100,,365,1,gluten,2.5,0,150
seasoned_flour,,seasoned flour,cereale,0.53,,0.70,100,,365,1,gluten,2.5,0,150
lavender,,lavender,autre,,,0.70,100,,90,0,,5.0,0,150
dream_whip,,dream whip,autre,,,0.70,100,,90,0,,5.0,0,149
cream_cheese_frosting,,cream cheese frosting,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,149
vanilla_protein_powder,,vanilla protein powder,patisserie,,,0.60,10,,365,1,,15.0,0,149
buffalo_wing_sauce,,buffalo wing sauce,condiment,,,1.05,15,,180,1,,6.0,0,149
southern_comfort,,southern comfort,autre,,,0.70,100,,90,0,,5.0,0,148
fat_free_egg_substitute,,fat free egg substitute,oeuf,,50.0,1.03,50,,28,0,oeuf,5.5,0,148
fudge_brownie_mix,,fudge brownie mix,transforme,,,0.80,200,,180,0,,7.0,0,148
tamarind_pulp,,tamarind pulp,autre,,,0.70,100,,90,0,,5.0,0,148
blue_cheese_dressing,,blue cheese dressing,condiment,0.45,,1.05,15,,180,1,lactose,6.0,0,148
muscovado_sugar,,muscovado sugar,sucrant,0.85,,0.85,20,,730,1,,6.0,0,148
pork_back_rib,,pork back rib,viande,,,0.70,150,,3,0,,12.0,0,148
assorted_cracker,,assorted cracker,pain,,,0.25,40,,4,0,gluten,4.0,0,147
white_miso,,white miso,autre,,,0.70,100,,90,0,soja,5.0,0,147
pomegranate,,pomegranate,autre,,,0.70,100,,90,0,,5.0,0,147
bosc_pear,,bosc pear,fruit,,180.0,0.65,150,,7,0,,3.5,0,147
parmigiano,,parmigiano,autre,,,0.70,100,,90,0,,5.0,0,147
crawfish_tail,,crawfish tail,poisson,,,0.70,150,,2,0,poisson,18.0,0,147
tablespoon_parsley,,tablespoon parsley,herbe,,,0.25,5,,5,0,,25.0,0,147
day_bread,,day- bread,pain,,30.0,0.25,40,,4,0,gluten,4.0,0,147
jelly,,jelly,sucrant,,,0.85,20,,730,1,,6.0,0,146
shaoxing_wine,,shaoxing wine,alcool,0.99,,0.98,750,,730,0,,8.0,0,146
vanilla_flavored_soymilk,,vanilla-flavored soymilk,patisserie,1.03,,0.60,10,,365,1,lactose;soja,15.0,0,145
stuffing,,stuffing,autre,,,0.70,100,,90,0,,5.0,0,145
chocolate_wafer,,chocolate wafer,sucrant,,,0.85,20,,730,1,,6.0,0,145
green_sweet_pepper,,green sweet pepper,epice,,,0.50,2,,730,1,,20.0,0,145
thai_red_chili_pepper,,thai red chili pepper,epice,,,0.50,2,,730,1,,20.0,0,145
sweet_cherry,,sweet cherry,fruit,,,0.65,150,,7,0,,3.5,0,145
blue_curacao,,blue curacao,autre,,,0.70,100,,90,0,,5.0,0,144
bran_flake,,bran flake,cereale,,,0.70,100,,365,1,,2.5,0,144
semolina_flour,,semolina flour,cereale,0.53,,0.70,100,,365,1,gluten,2.5,0,144
snipped_cilantro,,snipped cilantro,herbe,,,0.25,5,,5,0,,25.0,0,144
heath_candy_bar,,heath candy bar,autre,,,0.70,100,,90,0,,5.0,0,144
roll,,roll,pain,,,0.25,40,,4,0,,4.0,0,144
tortellini,,tortellini,cereale,,,0.70,100,,365,1,,2.5,0,144
turkey_broth,,turkey broth,volaille,1.0,,0.70,150,,2,0,,9.0,0,144
graham_wafer_crumb,,graham wafer crumb,pain,,,0.25,40,,4,0,gluten,4.0,0,143
white_sesame_seed,,white sesame seed,oleagineux,,,0.50,1,,180,0,,14.0,0,143
gelatin_powder,,gelatin powder,patisserie,,,0.60,10,,365,1,,15.0,0,143
yellow_sweet_onion,,yellow sweet onion,legume,,150.0,0.60,120,,7,0,,3.0,0,143
penne_rigate,,penne rigate,cereale,,,0.70,100,,365,1,gluten,2.5,0,143
sushi_rice,,sushi rice,cereale,0.85,,0.70,100,,365,1,,2.5,0,143
udon_noodle,,udon noodle,cereale,,,0.70,100,,365,1,gluten,2.5,0,143
teaspoon_oregano,,teaspoon oregano,herbe,,,0.25,5,,5,0,,25.0,0,143
head_cabbage,,head cabbage,legume,,,0.60,120,,7,0,,3.0,0,142
golden_caster_sugar,,golden caster sugar,sucrant,0.85,,0.85,20,,730,1,,6.0,0,142
heart_of_palm,,heart of palm,autre,,,0.70,100,,90,0,,5.0,0,142
hershey_chocolate_kisse,,hershey chocolate kisse,sucrant,,,0.85,20,,730,1,,6.0,0,142
gingersnap_cooky,,gingersnap cooky,epice,,,0.50,2,,730,1,,20.0,0,142
wasabi,,wasabi,autre,,,0.70,100,,90,0,,5.0,0,142
grit,,grit,autre,,,0.70,100,,90,0,,5.0,0,142
swordfish_steak,,swordfish steak,viande,,,0.70,150,,3,0,poisson,12.0,0,142
ditalini,,ditalini,autre,,,0.70,100,,90,0,,5.0,0,142
fuji_apple,,fuji apple,fruit,,180.0,0.65,150,,7,0,,3.5,0,142
midori_melon_liqueur,,midori melon liqueur,alcool,,,0.98,750,,730,0,,8.0,0,141
stone_mustard,,stone mustard,condiment,1.05,,1.05,15,,180,1,,6.0,0,141
pomegranate_molasses,,pomegranate molasses,sucrant,1.45,,0.85,20,,730,1,,6.0,0,141
madra_curry_powder,,madra curry powder,epice,,,0.50,2,,730,1,,20.0,0,141
vegetable_juice,,vegetable juice,boisson,1.04,,1.00,250,,90,0,,2.0,0,141
blackstrap_molasses,,blackstrap molasses,sucrant,1.45,,0.85,20,,730,1,,6.0,0,140
passion_fruit,,passion fruit,autre,,,0.70,100,,90,0,,5.0,0,140
chocolate_wafer_cooky,,chocolate wafer cooky,sucrant,,,0.85,20,,730,1,,6.0,0,140
liquid_egg_substitute,,liquid egg substitute,oeuf,,50.0,1.03,50,,28,0,oeuf,5.5,0,140
yellow_mustard_seed,,yellow mustard seed,epice,1.05,,0.50,2,,730,1,,20.0,0,139
parchment_paper,,parchment paper,autre,,,0.70,100,,90,0,,5.0,0,139
candied_orange_peel,,candied orange peel,fruit,,150.0,0.65,150,70.0,7,0,,3.5,0,139
cup_heavy_cream,,cup heavy cream,laitier,0.99,,1.02,200,,10,0,lactose,3.0,0,139
szechuan_peppercorn,,szechuan peppercorn,epice,,,0.50,2,,730,1,,20.0,0,139
york_strip_steak,,york strip steak,viande,,,0.70,150,,3,0,,12.0,0,139
original_bisquick_baking_mix,,original bisquick baking mix,patisserie,,,0.60,10,,365,1,,15.0,0,138
tempeh,,tempeh,legumineuse,,,0.75,150,,730,1,soja,3.0,0,138
flaked_sea_salt,,flaked sea salt,epice,1.22,,0.50,2,,730,1,,20.0,0,138
chili_paste_with_garlic,,chili paste with garlic,legume,,50.0,0.60,120,,7,0,,3.0,0,138
creme_de_menthe,,creme de menthe,autre,,,0.70,100,,90,0,,5.0,0,138
white_peppercorn,,white peppercorn,epice,,,0.50,2,,730,1,,20.0,0,138
root_beer,,root beer,alcool,,,0.98,750,,730,0,,8.0,0,138
chicken_thigh_fillet,,chicken thigh fillet,volaille,,120.0,0.70,150,,2,0,,9.0,0,138
sole_fillet,,sole fillet,autre,,,0.70,100,,90,0,,5.0,0,138
french_vanilla_instant_pudding,,french vanilla instant pudding,patisserie,,,0.60,10,,365,1,,15.0,0,137
unbaked_9_inch_pie_shell,,unbaked 9-inch pie shell,autre,,,0.70,100,,90,0,,5.0,0,137
ro_tel_tomato,,ro-tel tomato,legume,,120.0,0.60,120,,7,0,,3.0,0,137
strong_black_coffee,,strong black coffee,boisson,,,1.00,250,,90,0,,2.0,0,137
grape_juice,,grape juice,fruit,1.04,,0.65,150,,7,0,,3.5,0,137
fast_rise_yeast,,fast rise yeast,patisserie,,,0.60,10,,365,1,,15.0,0,137
duck_breast,,duck breast,volaille,,,0.70,150,,2,0,,9.0,0,137
orange_section,,orange section,fruit,,150.0,0.65,150,70.0,7,0,,3.5,0,137
corned_beef_brisket,,corned beef brisket,viande,,,0.70,150,,3,0,,12.0,0,136
kosher_salt_and_black_pepper,,kosher salt and black pepper,epice,1.22,,0.50,2,,730,1,,20.0,0,136
stalk_celery,,stalk celery,legume,,,0.60,120,,7,0,,3.0,0,136
pork_fillet,,pork fillet,viande,,,0.70,150,,3,0,,12.0,0,136
cotija_cheese,,cotija cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,136
bartlett_pear,,bartlett pear,fruit,,180.0,0.65,150,,7,0,,3.5,0,136
soybean,,soybean,legumineuse,,,0.75,150,,730,1,soja,3.0,0,136
cheese_whiz,,cheese whiz,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,135
vanilla_pod,,vanilla pod,patisserie,,,0.60,10,,365,1,,15.0,0,135
chicken_stock_powder,,chicken stock powder,volaille,1.0,,0.70,150,,2,0,,9.0,0,135
cajun_spice,,cajun spice,epice,,,0.50,2,,730,1,,20.0,0,135
limoncello,,limoncello,autre,,,0.70,100,,90,0,,5.0,0,135
capsicum,,capsicum,autre,,,0.70,100,,90,0,,5.0,0,135
instant_pudding_mix,,instant pudding mix,transforme,,,0.80,200,,180,0,,7.0,0,135
banana_liqueur,,banana liqueur,alcool,,120.0,0.98,750,,730,0,,8.0,0,134
quick_oatmeal,,quick oatmeal,cereale,0.4,,0.70,100,,365,1,gluten,2.5,0,134
english_mustard,,english mustard,condiment,1.05,,1.05,15,,180,1,,6.0,0,134
reduced_calorie_margarine,,reduced-calorie margarine,matiere_grasse,0.96,,0.92,113,,120,1,,5.0,0,133
zesty_italian_dressing,,zesty italian dressing,condiment,,,1.05,15,,180,1,,6.0,0,133
gravy,,gravy,condiment,,,1.05,15,,180,1,,6.0,0,133
mushroom_cap,,mushroom cap,legume,,20.0,0.60,120,,7,0,,3.0,0,133
green_chili_salsa,,green chili salsa,epice,,,0.50,2,,730,1,,20.0,0,133
mexican_style_tomato,,mexican-style tomato,legume,,120.0,0.60,120,,7,0,,3.0,0,133
tablespoon_sugar,,tablespoon sugar,sucrant,0.85,,0.85,20,,730,1,,6.0,0,133
dinner_roll,,dinner roll,pain,,,0.25,40,,4,0,,4.0,0,133
fenugreek_leaf,,fenugreek leaf,autre,,,0.70,100,,90,0,,5.0,0,133
cut_up_chicken,,cut up chicken,volaille,,,0.70,150,,2,0,,9.0,0,133
cream_sherry,,cream sherry,alcool,0.99,,0.98,750,,730,0,lactose,8.0,0,132
stilton_cheese,,stilton cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,132
filet_of_beef,,filet of beef,viande,,,0.70,150,,3,0,,12.0,0,132
hard_salami,,hard salami,viande,,,0.70,150,,3,0,,12.0,0,132
seafood_seasoning,,seafood seasoning,epice,,,0.50,2,,730,1,,20.0,0,132
rice_vermicelli,,rice vermicelli,cereale,0.85,,0.70,100,,365,1,,2.5,0,132
pepita,,pepita,autre,,,0.70,100,,90,0,,5.0,0,132
fava_bean,,fava bean,legumineuse,,,0.75,150,,730,1,,3.0,0,132
butter_flavored_cracker,,butter flavored cracker,pain,0.96,113.0,0.25,40,,4,0,gluten;lactose,4.0,0,132
oriental_sesame_oil,,oriental sesame oil,matiere_grasse,0.92,,0.92,113,,120,1,,5.0,0,131
angel_food_cake_mix,,angel food cake mix,transforme,,,0.80,200,,180,0,,7.0,0,131
cherry_jell_o,,cherry jell-o,fruit,,,0.65,150,,7,0,,3.5,0,131
chicken_flavored_ramen_noodle,,chicken-flavored ramen noodle,volaille,,,0.70,150,,2,0,gluten,9.0,0,131
tri_color_spiral_pasta,,tri-color spiral pasta,cereale,,,0.70,100,,365,1,gluten,2.5,0,131
mung_bean_sprout,,mung bean sprout,legume,,,0.60,120,,7,0,,3.0,0,131
merlot,,merlot,autre,,,0.70,100,,90,0,,5.0,0,131
double_crust_pie_crust,,double crust pie crust,pain,,,0.25,40,,4,0,gluten,4.0,0,131
butter_flavoring,,butter flavoring,matiere_grasse,0.96,113.0,0.92,113,,120,1,lactose,5.0,0,130
refrigerated_sugar_cookie_dough,,refrigerated sugar cookie dough,sucrant,0.85,,0.85,20,,730,1,,6.0,0,130
coffee_ice_cream,,coffee ice cream,boisson,0.99,,1.00,250,,90,0,lactose,2.0,0,130
rock_salt,,rock salt,epice,1.22,,0.50,2,,730,1,,20.0,0,130
slightly_egg,,slightly egg,oeuf,,50.0,1.03,50,,28,0,oeuf,5.5,0,130
gherkin,,gherkin,autre,,,0.70,100,,90,0,,5.0,0,130
and_tomato,,and tomato,legume,,120.0,0.60,120,,7,0,,3.0,0,130
instant_coffee_crystal,,instant coffee crystal,boisson,,,1.00,250,,90,0,,2.0,0,129
sorghum_flour,,sorghum flour,cereale,0.53,,0.70,100,,365,1,gluten,2.5,0,129
instant_malted_milk_powder,,instant malted milk powder,epice,1.03,,0.50,2,,730,1,lactose,20.0,0,129
flax_seed_oil,,flax seed oil,oleagineux,0.92,,0.50,1,,180,0,,14.0,0,129
cornbread_stuffing_mix,,cornbread stuffing mix,pain,,30.0,0.25,40,,4,0,gluten,4.0,0,129
winter_squash,,winter squash,legume,,,0.60,120,,7,0,,3.0,0,129
ketjap_manis,,ketjap manis,autre,,,0.70,100,,90,0,,5.0,0,129
dorito,,dorito,autre,,,0.70,100,,90,0,,5.0,0,129
basil_sprig,,basil sprig,herbe,,,0.25,5,,5,0,,25.0,0,129
orange_gelatin,,orange gelatin,patisserie,,150.0,0.60,10,70.0,365,1,,15.0,0,128
sugar_free_maple_syrup,,sugar-free maple syrup,sucrant,1.32,,0.85,20,,730,1,,6.0,0,128
pastry_shell,,pastry shell,pain,,,0.25,40,,4,0,gluten,4.0,0,128
cup_sour_cream,,cup sour cream,laitier,0.96,,1.02,200,,10,0,lactose,3.0,0,128
guar_gum,,guar gum,autre,,,0.70,100,,90,0,,5.0,0,128
2_cheddar_cheese,,2% cheddar cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,128
gnocchi,,gnocchi,autre,,,0.70,100,,90,0,,5.0,0,128
panir,,panir,autre,,,0.70,100,,90,0,,5.0,0,128
hidden_valley_original_ranch_seasoning_mix,,hidden valley original ranch seasoning mix,epice,,,0.50,2,,730,1,,20.0,0,127
pineapple_with_juice,,pineapple with juice,fruit,1.04,180.0,0.65,150,,7,0,,3.5,0,127
red_cinnamon_candy,,red cinnamon candy,epice,,,0.50,2,,730,1,,20.0,0,127
stuffed_olive,,stuffed olive,legume,,,0.60,120,,7,0,,3.0,0,127
shrimp_paste,,shrimp paste,poisson,,,0.70,150,,2,0,crustaces,18.0,0,127
white_cabbage,,white cabbage,legume,,,0.60,120,,7,0,,3.0,0,127
orecchiette,,orecchiette,autre,,,0.70,100,,90,0,,5.0,0,127
lavender_flower,,lavender flower,autre,,,0.70,100,,90,0,,5.0,0,127
italian_style_stewed_tomato,,italian-style stewed tomato,legume,,120.0,0.60,120,,7,0,,3.0,0,126
mild_chili_powder,,mild chili powder,epice,,,0.50,2,,730,1,,20.0,0,126
spicy_mustard,,spicy mustard,condiment,1.05,,1.05,15,,180,1,,6.0,0,126
jack_daniel_whiskey,,jack daniel whiskey,alcool,,,0.98,750,,730,0,lactose,8.0,0,126
risotto_rice,,risotto rice,cereale,0.85,,0.70,100,,365,1,,2.5,0,126
lukewarm_milk,,lukewarm milk,laitier,1.03,,1.02,200,,10,0,lactose,3.0,0,126
seltzer_water,,seltzer water,boisson,1.0,,1.00,250,,90,0,,2.0,0,126
vegetable_soup_mix,,vegetable soup mix,transforme,,,0.80,200,,180,0,,7.0,0,126
35_cream,,35% cream,laitier,0.99,,1.02,200,,10,0,lactose,3.0,0,125
cup_mayonnaise,,cup mayonnaise,condiment,0.91,,1.05,15,,180,1,oeuf,6.0,0,125
ounce_cream_cheese,,ounce cream cheese,fromage,0.45,,0.45,30,,21,0,lactose,13.0,0,125
